ticker,p0,p1,ret,rel_spy,ma200,px_vs_ma200,ma200_slope_40d,med_dollar_vol_60d,name,entity_id,sic,sic_description,approx_mcap_usd,shares_outstanding,mcap_now_usd,buildable,name_sec,cik,asof,rev_ttm,ebit_ttm,cash,investments,debt,lease_debt,short_debt,net_debt,ocf_ttm,capex_ttm,sbc_ttm,diluted_shares,fin_notes,gate_ocf,net_debt_to_ocf,debt_label,refi_cover_label,transparent_label,note,gate_liquidity,in_pool
ARRY,8.819999694824219,4.599999904632568,-0.4784580426536799,-0.4964323317460182,7.835849988460541,-0.4129545727130107,-0.0811942633505844,36744933.32643509,"Array Technologies, Inc.",1820721,3674.0,Semiconductors & Related Devices,703815178.8771725,154007692.0,708435368.512682,True,"ARRAY TECHNOLOGIES, INC.",0001820721,2026-06-30,1185012000.0,-60781000.0,307302000.0,0.0,701427000.0,51459000.0,0.0,445584000.0,162861000.0,28133000.0,17395000.0,155685000.0,取數標籤:有息負債 701M = LongTermDebtNoncurrent@2026-06-30 658M(其中融資租賃 44M = FinanceLeaseLiabilityCurrent@2026-06-30 1M+FinanceLeaseLiabilityNoncurrent@2026-06-30 43M);現金 307M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 307M;投資 0M = (無);經營租賃 51M;稀釋股數 155.7M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,2.735977305800652,低(≤3 倍),充裕,齊,,True,True
APP,613.7000122070312,320.5599975585937,-0.4776601088766916,-0.4956343979690298,486.0418759155273,-0.3404683558288583,-0.0884837340170837,2287989014.781189,AppLovin Corp,1751008,7370.0,"Services-Computer Programming, Data Processing, Etc.",,,,True,AppLovin Corporation,0001751008,2026-06-30,6829124000.0,5288460000.0,3053306000.0,0.0,3515072000.0,31754000.0,0.0,493520000.0,4527589000.0,4246000.0,282376000.0,337031000.0,取數標籤:有息負債 3515M = LongTermDebtNoncurrent@2026-06-30 3515M(其中融資租賃 0M = (無));現金 3053M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 3053M;投資 0M = (無);經營租賃 32M;稀釋股數 337.0M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,0.1090028268908684,低(≤3 倍),充裕,齊,,True,True
UTI,41.38999938964844,22.200000762939453,-0.4636385336963394,-0.4816128227886777,33.32245011329651,-0.3337824593491976,0.0002251715640704,36796646.80767059,UNIVERSAL TECHNICAL INSTITUTE INC,1261654,8200.0,Services-Educational Services,1148735587.3671627,55095231.0,1223114170.2343254,True,"UNIVERSAL TECHNICAL INSTITUTE, INC",0001261654,2026-06-30,883595000.0,44257000.0,130060000.0,40060000.0,163106000.0,199437000.0,2993000.0,192423000.0,74506000.0,97379000.0,12175000.0,55935000.0,取數標籤:有息負債 163M = LongTermDebt@2026-06-30 160M(其中融資租賃 3M = FinanceLeaseLiabilityCurrent@2026-06-30 1M+FinanceLeaseLiabilityNoncurrent@2026-06-30 2M);現金 130M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 130M;投資 40M = ShortTermInvestments@2026-06-30 40M;經營租賃 199M;稀釋股數 55.9M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,2.5826510616594636,低(≤3 倍),充裕,齊,,True,True
RXT,5.920000076293945,3.190000057220459,-0.4611486459274724,-0.4791229350198106,2.737595005184412,0.1652563842275025,0.2123372544145552,39335767.23217964,"Rackspace Technology, Inc.",1810019,7370.0,"Services-Computer Programming, Data Processing, Etc.",764618550.0,254872850.0,813044406.0839415,True,"RACKSPACE TECHNOLOGY, INC.",0001810019,2026-06-30,2702200000.0,-88200000.0,110600000.0,0.0,3170000000.0,115900000.0,24800000.0,3175300000.0,104000000.0,63000000.0,40100000.0,250100000.0,取數標籤:有息負債 3170M = LongTermDebtCurrent@2026-06-30 25M; LongTermDebt@2026-06-30 2787M(其中融資租賃 358M = FinanceLeaseLiabilityCurrent@2026-06-30 62M+FinanceLeaseLiabilityNoncurrent@2026-06-30 297M);現金 111M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 111M;投資 0M = (無);經營租賃 116M;稀釋股數 250.1M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,30.53173076923077,高(>6 倍),充裕,齊,,True,True
MRAM,30.11000061035156,16.3700008392334,-0.4563267848754034,-0.4743010739677417,15.522749981880189,0.0545812345326834,0.0747812634489724,20470073.90604019,EVERSPIN TECHNOLOGIES INC.,1438423,3674.0,Semiconductors & Related Devices,386191134.3800879,24350009.0,398609667.7653408,True,"Everspin Technologies, Inc.",0001438423,2026-06-30,62471000.0,-9714000.0,43896000.0,0.0,905000.0,0.0,889000.0,-42991000.0,4234000.0,9614000.0,5454000.0,23882618.0,"缺折舊攤銷標籤。; 警告:短期經營租賃負債 的候選標籤(OperatingLeaseLiabilityCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2021-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期經營租賃負債 的候選標籤(OperatingLeaseLiabilityNoncurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2021-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 1M = LongTermDebtCurrent@2026-06-30 1M; LongTermDebtNoncurrent@2026-06-30 0M(其中融資租賃 0M = (無));現金 44M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 44M;投資 0M = (無);經營租賃 0M;稀釋股數 23.9M(XBRL 未拆季 2026-04-01→2026-06-30)。",True,-10.15375531412376,淨現金,充裕,齊,,True,True
CIEN,569.6099853515625,321.0,-0.436456508391651,-0.4544307974839893,377.16464973449706,-0.1489128150637496,0.112149879934037,841441774.2370605,CIENA CORP,936395,3661.0,Telephone & Telegraph Apparatus,51005762483.52496,141552922.0,45438487962.0,True,Ciena Corp,0000936395,2026-08-01,6020894000.0,738953000.0,2445708000.0,499338000.0,3234983000.0,50894000.0,0.0,340831000.0,1054683000.0,240321000.0,212007000.0,145967000.0,取數標籤:有息負債 3235M = LongTermDebtNoncurrent@2026-08-01 3230M(其中融資租賃 5M = FinanceLeaseLiabilityCurrent@2026-08-01 5M);現金 2446M = CashAndCashEquivalentsAtCarryingValue@2026-08-01 2446M;投資 499M = AvailableForSaleSecuritiesDebtSecurities@2026-08-01 499M(合計標籤);經營租賃 51M;稀釋股數 146.0M(XBRL 未拆季 2026-05-03→2026-08-01)。,True,0.3231596602960321,低(≤3 倍),充裕,齊,,True,True
LASR,70.58000183105469,40.060001373291016,-0.4324171105976806,-0.4503913996900188,57.30917510032654,-0.3009845054799478,0.0869476551440109,66212956.6368103,"NLIGHT, INC.",1124796,3674.0,Semiconductors & Related Devices,2326068725.434349,57690197.0,2311069371.045429,True,"NLIGHT, INC.",0001124796,2026-06-30,310699000.0,-16990000.0,295761000.0,34686000.0,0.0,14843000.0,0.0,-315604000.0,53151000.0,11321000.0,42833000.0,56983000.0,取數標籤:有息負債 0M = (無)(其中融資租賃 0M = (無));現金 296M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 296M;投資 35M = AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-06-30 35M;經營租賃 15M;稀釋股數 57.0M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,-5.937875110534138,淨現金,充裕,齊,,True,True
VSH,55.897193908691406,31.799999237060547,-0.4310984682163805,-0.4490727573087187,28.78579074859619,0.104711679272224,0.1374660000343075,196083973.97708893,VISHAY INTERTECHNOLOGY INC,103730,3670.0,Electronic Components & Accessories,,,,True,"Vishay Intertechnology, Inc.",0000103730,2026-07-04,3319379000.0,109585000.0,1297309000.0,5263000.0,975744000.0,124824000.0,737744000.0,-202004000.0,346029000.0,352988000.0,0.0,147901000.0,"companyfacts 沒有可用的股權薪酬季度標籤,SBC 當 0 處理 —— 這會高估自由現金流。; 警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-07-04)前後 200 日內的資料,最新只到 2024-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 取數標籤:有息負債 976M = LongTermDebtCurrent@2026-07-04 738M; LongTermLineOfCredit@2026-07-04 238M(其中融資租賃 0M = (無));現金 1297M = CashAndCashEquivalentsAtCarryingValue@2026-07-04 1297M;投資 5M = OtherShortTermInvestments@2026-07-04 5M;經營租賃 125M;稀釋股數 147.9M(XBRL 未拆季 2026-04-05→2026-07-04)。",True,-0.5837776602539093,淨現金,不足(現金投資 < 短債 ×2),齊,,True,True
CCOI,17.65465545654297,10.050000190734863,-0.4307450397164083,-0.4487193288087465,18.179462323188783,-0.4471783591797651,-0.2070295511647214,16266251.93567276,"COGENT COMMUNICATIONS HOLDINGS, INC.",1158324,4899.0,"Communications Services, NEC",461453793.0823517,51215736.0,514718156.5686264,True,"COGENT COMMUNICATIONS HOLDINGS, INC.",0001158324,2026-06-30,957219000.0,76114000.0,183703000.0,0.0,630210000.0,309476000.0,0.0,755983000.0,15137000.0,158055000.0,16984000.0,48429166.0,取數標籤:有息負債 630M = (無)(其中融資租賃 630M = FinanceLeaseLiabilityCurrent@2026-06-30 21M+FinanceLeaseLiabilityNoncurrent@2026-06-30 609M);現金 184M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 184M;投資 0M = (無);經營租賃 309M;稀釋股數 48.4M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,49.94272312875735,高(>6 倍),充裕,齊,,True,True
ENPH,63.7400016784668,36.369998931884766,-0.4294007220873419,-0.4473750111796801,40.74095000267029,-0.1072864297592235,0.0211621899299221,167921313.74893188,"Enphase Energy, Inc.",1463101,3674.0,Semiconductors & Related Devices,4693777957.451019,132144648.0,4806100706.614288,True,"Enphase Energy, Inc.",0001463101,2026-03-31,1399801000.0,95961000.0,497546000.0,474719000.0,572510000.0,39617000.0,0.0,-360138000.0,190997000.0,45929000.0,207448000.0,131337000.0,取數標籤:有息負債 573M = LongTermDebtNoncurrent@2026-03-31 573M(其中融資租賃 0M = (無));現金 498M = CashAndCashEquivalentsAtCarryingValue@2026-03-31 498M;投資 475M = DebtSecuritiesAvailableForSaleExcludingAccruedInterest@2026-03-31 475M(合計標籤);經營租賃 40M;稀釋股數 131.3M(XBRL 未拆季 2026-01-01→2026-03-31)。,True,-1.8855688832808892,淨現金,充裕,齊,,True,True
VICR,328.8500061035156,188.5500030517578,-0.4266382862939467,-0.4446125753862849,202.3829502105713,-0.0683503582906606,0.1400273832370799,188028219.3008423,VICOR CORP,751978,3679.0,"Electronic Components, NEC",,,,True,VICOR CORPORATION,0000751978,2026-03-31,723980000.0,98861000.0,404245000.0,2508000.0,0.0,7146000.0,0.0,-399342000.0,115478000.0,28155000.0,1819000.0,47254000.0,取數標籤:有息負債 0M = (無)(其中融資租賃 0M = (無));現金 404M = CashAndCashEquivalentsAtCarryingValue@2026-03-31 404M;投資 3M = LongTermInvestments@2026-03-31 3M;經營租賃 7M;稀釋股數 47.3M(XBRL 未拆季 2026-01-01→2026-03-31)。,True,-3.4581651916382343,淨現金,充裕,齊,,True,True
AAON,138.3857879638672,79.4000015258789,-0.4262416488417841,-0.4442159379341224,98.33342136383057,-0.1925430802198837,-0.0184458097959795,98316216.42532349,"AAON, INC.",824142,3585.0,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,6152690768.645683,82453639.0,6546819062.4142685,True,"AAON, INC.",0000824142,2026-06-30,1932367000.0,213498000.0,13000.0,0.0,435000000.0,17084000.0,0.0,452071000.0,86542000.0,95338000.0,19901000.0,83721199.0,取數標籤:有息負債 435M = LineOfCredit@2026-06-30 435M(其中融資租賃 0M = (無));現金 0M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 0M;投資 0M = (無);經營租賃 17M;稀釋股數 83.7M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,5.223717963532158,中(3–6 倍),充裕,齊,,True,True
STRL,845.3900146484375,486.489990234375,-0.4245378088163415,-0.4425120979086797,522.6645501708985,-0.0692118107583444,0.0748143617477039,374157571.3928223,"STERLING INFRASTRUCTURE, INC.",874238,1600.0,Heavy Construction Other Than Bldg Const - Contractors,13951423246.497498,30588518.0,14881007823.104004,True,"STERLING INFRASTRUCTURE, INC.",0000874238,2026-06-30,3438486000.0,602351000.0,464451000.0,0.0,284180000.0,52940000.0,15141000.0,-94097000.0,597698000.0,115696000.0,27542000.0,31143000.0,取數標籤:有息負債 284M = LongTermDebtCurrent@2026-06-30 15M; LongTermDebtNoncurrent@2026-06-30 269M(其中融資租賃 0M = FinanceLeaseLiabilityCurrent@2026-06-30 0M+FinanceLeaseLiabilityNoncurrent@2026-06-30 0M);現金 464M = CashAndCashEquivalentsAtCarryingValue@2026-06-30 464M;投資 0M = (無);經營租賃 53M;稀釋股數 31.1M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,-0.1574323487781455,淨現金,充裕,齊,,True,True
AMSC,51.150001525878906,29.549999237060547,-0.4222874221790594,-0.4402617112713977,35.832099962234494,-0.1753204733128958,-0.1036673232262905,24964222.81551361,AMERICAN SUPERCONDUCTOR CORP /DE/,880807,3621.0,Motors & Generators,1380116642.9824734,48442143.0,1431465288.691578,True,AMERICAN SUPERCONDUCTOR CORP /DE/,0000880807,2018-12-31,56550000.0,34556000.0,80042000.0,0.0,0.0,0.0,0.0,-80042000.0,43193000.0,1118000.0,3530000.0,47124000.0,取數標籤:有息負債 0M = (無)(其中融資租賃 0M = (無));現金 80M = CashAndCashEquivalentsAtCarryingValue@2018-12-31 80M;投資 0M = (無);經營租賃 0M;稀釋股數 47.1M(XBRL 未拆季 2026-04-01→2026-06-30)。,True,-1.8531243488528233,淨現金,充裕,齊,,True,True
RMBS,147.47999572753906,85.45999908447266,-0.4205315869254894,-0.4385058760178276,107.9716499710083,-0.2084959421531512,-0.0137876170805856,258430197.1046448,RAMBUS INC,917273,3674.0,Semiconductors & Related Devices,9154159458.699272,108461603.0,9269128493.080437,True,RAMBUS INC,0000917273,2026-03-31,721155000.0,258832000.0,134324000.0,651815000.0,0.0,23404000.0,0.0,-762735000.0,365814000.0,30605000.0,54337000.0,109716000.0,取數標籤:有息負債 0M = (無)(其中融資租賃 0M = (無));現金 134M = CashAndCashEquivalentsAtCarryingValue@2026-03-31 134M;投資 652M = AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-03-31 652M;經營租賃 23M;稀釋股數 109.7M(XBRL 未拆季 2026-01-01→2026-03-31)。,True,-2.085035017795929,淨現金,充裕,齊,,True,True
