series,year,cov_fwd_med,cov_fwd1_med,n_fwd_med,lowprec_med,months
XLE,2016,0.9955686201727063,0.9955686201727063,21.0,0.36411158150950407,12
XLE,2017,1.0,1.0,21.0,0.29384635500820744,12
XLE,2018,1.0,1.0,19.0,0.09235832309500136,12
XLE,2019,1.0,1.0,19.0,0.4798156099189819,12
XLE,2020,1.0,1.0,19.0,0.7288151308677854,12
XLE,2021,1.0,1.0,18.0,0.059241311636868944,12
XLE,2022,0.9842697853378164,0.9842697853378164,17.0,0.0,12
XLE,2023,0.9870893902829714,0.9870893902829714,19.0,0.010183420008704615,12
XLE,2024,0.9874437649222512,0.9874437649222512,19.0,0.07839213331074638,12
XLE,2025,0.9878422924155082,0.9878422924155082,21.0,0.026765077213221272,12
XLE,2026,0.0,0.9944520903047136,0.0,0.06534944782309492,8
XLF,2002,0.9554090807793487,0.9795297219162604,44.5,0.08512885663709491,12
XLF,2003,0.9555687311186718,0.9562854067338427,46.0,0.030347188828616284,12
XLF,2004,0.9155033291037039,0.9580549435318025,46.0,0.060331794237548184,12
XLF,2005,0.9274152667431226,0.9474643928435474,46.0,0.024400766640503235,12
XLF,2006,0.95492462973384,0.959824013774931,49.0,0.0,12
XLF,2007,0.9762800564151473,0.9762800564151473,53.0,0.12202606537947826,12
XLF,2008,0.9555818845104028,0.9632638220275864,52.5,0.39914738940930505,12
XLF,2009,0.9581545148806447,0.9600020401288322,53.0,0.30792680816044116,12
XLF,2010,0.978355792745808,0.978355792745808,55.0,0.16944311584057975,12
XLF,2011,0.9659410146810007,0.9659410146810007,55.0,0.13287887207585167,12
XLF,2012,0.9664809307821728,0.9664809307821728,55.0,0.1575752485729463,12
XLF,2013,0.9646736042343959,0.9646736042343959,54.0,0.07831505331107508,12
XLF,2014,0.96413088095325,0.96413088095325,54.5,0.07832951005584524,12
XLF,2015,0.963086312425913,0.9633915429789164,55.5,0.008918681026810378,12
XLF,2016,0.9637681439819259,0.9637681439819259,58.0,0.0,12
XLF,2017,0.9654224317419708,0.9655112321731087,60.0,0.032069250596797313,12
XLF,2018,0.9656000826924697,0.9656000826924697,61.0,0.014444294582668927,12
XLF,2019,0.9684205367325118,0.9715958076644418,60.0,0.04715835152861931,12
XLF,2020,0.9654341129107253,0.9654341129107253,60.0,0.033805230187167475,12
XLF,2021,0.9647523512533585,0.9647523512533585,60.0,0.0,12
XLF,2022,0.9894785521179327,0.9894785521179327,62.0,0.0,12
XLF,2023,0.98998443490845,0.98998443490845,63.5,0.0,12
XLF,2024,0.9896990002343684,0.9896990002343684,63.5,0.0,12
XLF,2025,0.9755421582497827,0.9887778929158466,65.0,0.008972239539337151,12
XLF,2026,0.0,0.9921244917613854,0.0,0.010625777623407167,8
XLI,2002,1.0,1.0,43.0,0.14239089398059607,12
XLI,2003,0.9969788080488959,1.0,43.0,0.09170010642792645,12
XLI,2004,1.0,1.0,43.5,0.10872748370160773,12
XLI,2005,1.0,1.0,42.0,0.04814708874315517,12
XLI,2006,1.0,1.0,42.0,0.0470356512661959,12
XLI,2007,1.0,1.0,42.0,0.03571333688385959,12
XLI,2008,1.0,1.0,45.0,0.2051122570594472,12
XLI,2009,0.9964639827219888,1.0,45.0,0.185647453127612,12
XLI,2010,1.0,1.0,46.0,0.09418214922822923,12
XLI,2011,1.0,1.0,46.0,0.059671832264431485,12
XLI,2012,1.0,1.0,46.0,0.05720569335075062,12
XLI,2013,1.0,1.0,47.0,0.05374144633874983,12
XLI,2014,0.9982283045168674,1.0,49.0,0.03988505434491707,12
XLI,2015,1.0,1.0,51.0,0.028913041472773862,12
XLI,2016,0.9930359582232906,1.0,56.0,0.026499669979911104,12
XLI,2017,1.0,1.0,57.0,0.03638645800110634,12
XLI,2018,1.0,1.0,58.0,0.013070873043260009,12
XLI,2019,1.0,1.0,59.0,0.019443514366668344,12
XLI,2020,1.0,1.0,67.0,0.06689708738003527,12
XLI,2021,1.0,1.0,67.0,0.0720434554024588,12
XLI,2022,1.0,1.0,68.0,0.05483612531694768,12
XLI,2023,1.0,1.0,69.0,0.011709024472265822,12
XLI,2024,1.0,1.0,71.0,0.006535865749580615,12
XLI,2025,1.0,1.0,71.0,0.004641215740127004,12
XLI,2026,0.0,1.0,0.0,0.0,8
XLK,2002,0.9875305774072298,0.9875305774072298,29.0,0.5025166225221307,12
XLK,2003,0.9902709606778792,0.9902709606778792,29.0,0.41865718938733554,12
XLK,2004,0.9884021773717282,0.9884021773717282,29.0,0.15620469997395886,12
XLK,2005,0.9903232907869793,0.9957672796938037,28.5,0.2313828761181842,12
XLK,2006,0.9778542197473511,0.9798731707593609,28.5,0.27404203267896465,12
XLK,2007,0.9917632919605471,1.0,33.0,0.19749329237327146,12
XLK,2008,0.9917074197931597,0.9950696374265066,35.0,0.3179564013170882,12
XLK,2009,0.9943119936236913,0.9943119936236913,36.0,0.24414788696885098,12
XLK,2010,0.9953539524047603,1.0,38.0,0.20859316084710883,12
XLK,2011,0.9977688956878741,1.0,40.0,0.07017786066498105,12
XLK,2012,0.9958182572748199,1.0,42.5,0.06417858312017131,12
XLK,2013,0.9970979178568817,1.0,44.0,0.055343980983034,12
XLK,2014,1.0,1.0,41.5,0.05224580745150531,12
XLK,2015,1.0,1.0,43.0,0.06098848145853117,12
XLK,2016,1.0,1.0,43.5,0.04630041491539631,12
XLK,2017,1.0,1.0,46.0,0.052936295230343405,12
XLK,2018,1.0,1.0,49.0,0.058892826296923065,12
XLK,2019,1.0,1.0,53.0,0.0634167625781783,12
XLK,2020,1.0,1.0,60.0,0.05625575811367389,12
XLK,2021,1.0,1.0,66.0,0.0616275742025013,12
XLK,2022,1.0,1.0,69.0,0.08222991268617981,12
XLK,2023,1.0,1.0,72.5,0.0186272911049333,12
XLK,2024,1.0,1.0,78.5,0.014601502129762165,12
XLK,2025,0.9941906572414408,1.0,79.0,0.0237450377309091,12
XLK,2026,0.0,1.0,0.0,0.0,8
XLP,2002,0.9988869691429327,0.9988869691429327,21.0,0.46401922089468095,12
XLP,2003,0.9986332570808695,0.9986723477304098,22.0,0.3383003618753071,12
XLP,2004,1.0,1.0,23.0,0.28360424354434344,12
XLP,2005,1.0,1.0,23.5,0.2511127532256857,12
XLP,2006,1.0,1.0,26.0,0.053019868282029314,12
XLP,2007,1.0,1.0,27.0,0.05718072525929146,12
XLP,2008,0.9981311446915115,1.0,27.0,0.03941780871599061,12
XLP,2009,0.9941233716206195,0.9941233716206195,30.0,0.04020057004449947,12
XLP,2010,0.9927885873666461,0.9927885873666461,30.0,0.03795824787613533,12
XLP,2011,0.9927086276408192,0.9931676111978427,30.0,0.03588326910288325,12
XLP,2012,0.9811455792739294,0.9934386281889587,31.0,0.018021813821772273,12
XLP,2013,0.9939482454247892,0.9939482454247892,32.0,0.013693917875610652,12
XLP,2014,0.9925915457533836,0.9925915457533836,32.0,0.010297789651814798,12
XLP,2015,0.991461934077992,0.991461934077992,32.5,0.017685258928308634,12
XLP,2016,0.9913385696350279,0.9913385696350279,35.0,0.019564677757556187,12
XLP,2017,0.9917760187605278,0.9917760187605278,35.0,0.027706952256996806,12
XLP,2018,0.9951611248427623,0.9951611248427623,35.0,0.031344454475540885,12
XLP,2019,1.0,1.0,36.0,0.03916786179436367,12
XLP,2020,1.0,1.0,36.0,0.054259598666587645,12
XLP,2021,1.0,1.0,35.0,0.02791185736200255,12
XLP,2022,1.0,1.0,36.0,0.037263346160736135,12
XLP,2023,1.0,1.0,37.0,0.049712073427750934,12
XLP,2024,1.0,1.0,37.0,0.01202780923325492,12
XLP,2025,0.9916539790815138,1.0,36.0,0.00731208115162131,12
XLP,2026,0.0,1.0,0.0,0.0,8
XLU,2002,1.0,1.0,22.0,0.3118766022851162,12
XLU,2003,1.0,1.0,22.0,0.3314253075887351,12
XLU,2004,1.0,1.0,22.0,0.14741077141193779,12
XLU,2005,1.0,1.0,22.0,0.14744571345027072,12
XLU,2006,1.0,1.0,22.0,0.1366931231750222,12
XLU,2007,0.9999902795053404,0.9999902795053404,22.0,0.10285421328480146,12
XLU,2008,0.999994420474579,0.999994420474579,22.0,0.1021359129822394,12
XLU,2009,0.999992038586687,0.999992038586687,24.0,0.12797091783107584,12
XLU,2010,0.9999975580159361,0.9999975580159361,25.0,0.13453505623868123,12
XLU,2011,0.9999996646176048,0.9999996646176048,25.0,0.09549951642631088,12
XLU,2012,1.0,1.0,25.0,0.05279519343075738,12
XLU,2013,1.0,1.0,25.0,0.06203604799364781,12
XLU,2014,1.0,1.0,25.0,0.0670313583024586,12
XLU,2015,1.0,1.0,25.0,0.07604936716988302,12
XLU,2016,1.0,1.0,26.5,0.08155282535189101,12
XLU,2017,1.0,1.0,27.0,0.02790746813456291,12
XLU,2018,1.0,1.0,28.0,0.04225200412100606,12
XLU,2019,1.0,1.0,28.0,0.013511052009130334,12
XLU,2020,1.0,1.0,28.0,0.05309930295116551,12
XLU,2021,1.0,1.0,28.0,0.037337265213953426,12
XLU,2022,1.0,1.0,29.0,0.019752680381626427,12
XLU,2023,1.0,1.0,30.0,0.020991240938728867,12
XLU,2024,1.0,1.0,31.0,0.021105971035995867,12
XLU,2025,1.0,1.0,31.0,0.009345473935569986,12
XLU,2026,0.0,1.0,0.0,0.013748449712894677,8
XLV,2002,0.9894011350278262,1.0,24.0,0.05176732707774509,12
XLV,2003,1.0,1.0,25.0,0.0421032403473965,12
XLV,2004,1.0,1.0,26.5,0.02616844957361675,12
XLV,2005,1.0,1.0,28.0,0.02438523337987355,12
XLV,2006,1.0,1.0,28.0,0.09583407851147131,12
XLV,2007,1.0,1.0,28.0,0.02082361655362214,12
XLV,2008,1.0,1.0,29.5,0.027667300276102168,12
XLV,2009,1.0,1.0,31.0,0.029363160732876935,12
XLV,2010,1.0,1.0,31.0,0.012773127706459868,12
XLV,2011,1.0,1.0,32.0,0.018914357135420518,12
XLV,2012,1.0,1.0,33.0,0.016952817356324514,12
XLV,2013,1.0,1.0,36.0,0.015553288459917797,12
XLV,2014,0.9900136953924003,1.0,36.5,0.012064256501662533,12
XLV,2015,1.0,1.0,40.0,0.018880821923030554,12
XLV,2016,0.9957166699563615,0.9957166699563615,41.0,0.009344186088760045,12
XLV,2017,0.995401850747422,0.995401850747422,46.5,0.009999473650166502,12
XLV,2018,0.9963309903749371,0.9963309903749371,49.0,0.0,12
XLV,2019,0.9959104184166437,0.9959104184166437,50.0,0.02948041082441126,12
XLV,2020,0.9959109038643249,0.9959109038643249,53.0,0.07176602969219836,12
XLV,2021,0.9961031738125634,0.9961031738125634,56.5,0.009764463216512528,12
XLV,2022,0.9963775426876633,0.9963775426876633,58.5,0.015033208154495216,12
XLV,2023,0.996119305919848,0.996119305919848,62.0,0.18872444326989032,12
XLV,2024,0.9967764816950546,0.9967764816950546,61.0,0.003683459896209335,12
XLV,2025,0.9971019551399971,0.9971490963602736,59.0,0.004377040187430694,12
XLV,2026,0.0,1.0,0.0,0.005825799364252303,8
XLY,2002,0.9914847195173289,0.9915347914594379,32.0,0.48642484727021834,12
XLY,2003,0.9883450314914257,0.9887743178064308,33.0,0.329550093842949,12
XLY,2004,0.9906419693471877,0.9912357589152787,34.0,0.27683697750424224,12
XLY,2005,0.9896635239681828,0.9921146104588592,35.0,0.24649384378439926,12
XLY,2006,0.9669288903726446,0.9814542590805593,37.0,0.26069429638591074,12
XLY,2007,0.9912132869940624,0.9923415908914681,39.0,0.27591241360644836,12
XLY,2008,0.9922494209638397,0.992508186692221,41.0,0.5601883634132174,12
XLY,2009,0.9937865201705653,0.9937865201705653,42.0,0.6014045898407656,12
XLY,2010,0.994486068985194,0.994486068985194,44.5,0.3702685988324046,12
XLY,2011,0.8807830521361764,0.9953368524681387,44.0,0.24737168875125673,12
XLY,2012,0.8754460397365011,0.8962545951505257,47.0,0.12998521747937913,12
XLY,2013,0.8838177768139962,0.8838177768139962,50.0,0.15224323765859676,12
XLY,2014,0.994400640925573,0.994400640925573,53.0,0.2599121535704312,12
XLY,2015,0.9934619090654374,0.9934619090654374,56.0,0.22568364513405892,12
XLY,2016,0.9946518958806193,0.9947101249204973,58.5,0.27227182511527137,12
XLY,2017,0.9954081271047615,0.9954081271047615,58.0,0.2797719546403623,12
XLY,2018,0.9970740660385473,0.9972353190094019,59.0,0.3501167139422393,12
XLY,2019,0.9974180472377819,0.9974180472377819,59.0,0.3498823955103931,12
XLY,2020,0.9982082165682572,0.9982898289213026,58.0,0.32454909008419125,12
XLY,2021,0.9966215407633614,0.9981663280520403,59.0,0.39885091807756085,12
XLY,2022,0.9977990642770174,0.9977990642770174,58.0,0.3519382836430511,12
XLY,2023,0.9986595812519474,0.9986595812519474,56.0,0.03937386208144088,12
XLY,2024,1.0,1.0,56.0,0.038289336281834604,12
XLY,2025,1.0,1.0,55.5,0.03304104936317333,12
XLY,2026,0.0,1.0,0.0,0.04617581543311258,8
