ticker,p0,p1,ret,rel_spy,ma200,px_vs_ma200,ma200_slope_40d,med_dollar_vol_60d,name,entity_id,sic,sic_description,approx_mcap_usd,shares_outstanding,mcap_now_usd
ADT,6.684671401977539,7.460000038146973,0.11598605070401313,0.09801176161167491,7.257247292995453,0.027937968346098963,-0.023262124279567642,53349880.154109,ADT Inc.,0001703056,7381,"Services-Detective, Guard & Armored Car Services",,,
ADTN,17.8700008392334,7.099999904632568,-0.6026860900283455,-0.6206603791206837,11.40980000257492,-0.3777279266042992,-0.008603355193737783,18708499.975585938,"ADTRAN Holdings, Inc.",0000926282,3661,Telephone & Telegraph Apparatus,612740179.0858655,81481407.0,578517981.9293275
ADUR,17.15999984741211,13.579999923706055,-0.20862470603377958,-0.2265989951261178,13.10880003452301,0.03594531062660988,0.010526918940794383,6568102.497577667,ADURO CLEAN TECHNOLOGIES INC.,0001863934,2800,Chemicals & Allied Products,408661862.04826546,29613178.0,402146954.9806938
ADUS,89.44999694824219,118.76000213623047,0.3276691580542783,0.3096948689619401,105.61439990997314,0.1244678967779278,0.0037655477680014204,23805191.452789307,Addus HomeCare Corp,0001468328,8082,Services-Home Health Care Services,2206741996.806336,18674300.0,2217759907.8926086
ADV,37.439998626708984,31.450000762939453,-0.1599892650502498,-0.17796355414258802,28.68362507343292,0.09644442368857975,0.011759801185339924,3774794.53830719,Advantage Solutions Inc.,0001776661,7389,"Services-Business Services, NEC",409285582.5782585,12822230.0,403259143.28258514
ADVB,4.394999980926514,9.335000038146973,1.1240045685231275,1.1060302794307892,6.252160010337829,0.49308399380561685,0.010709433520563527,647384.7654819489,Advanced Biomed Inc.,0001941029,8071,Services-Medical Laboratories,13503440.042690277,1382133.0,12902211.60772419
ADXN,6.650000095367432,3.6500000953674316,-0.451127813079263,-0.4691021021716012,6.745464998483658,-0.4588957030852683,-0.09572156398530951,13644.49987411499,Addex Therapeutics Ltd.,0001574232,2834,Pharmaceutical Preparations,520367982.4603319,147831814.0,539586135.1983404
AEBI,12.459150314331055,12.949999809265137,0.0393967070426533,0.021422417950315076,12.636271381378174,0.024827610805296496,0.020403014442670786,3563654.1833877563,Aebi Schmidt Holding AG,0002048519,3531,Construction Machinery & Equip,993321576.4016447,77603247.0,1004962033.8483553
AEC,4.840000152587891,4.21999979019165,-0.12809924439046416,-0.1460735334828024,5.424600005149841,-0.2220624956337065,-0.11719649739731586,141751.99909210205,ANFIELD ENERGY INC.,0001519469,1000,Metal Mining,,,
AEE,104.35441589355469,106.47000122070312,0.020273079093331425,0.0022987900009932005,106.99113739013671,-0.0048708349321804345,0.01303581369319895,164025345.3048706,AMEREN CORP,0001002910,4931,Electric & Other Services Combined,29314931679.41829,276843251.0,29475501271.91342
AEG,7.943392753601074,9.140000343322754,0.15064187644243154,0.13266758735009332,7.758756768703461,0.1780238272439243,0.04695361890762961,42263545.26824951,AEGON LTD.,0000769218,6311,Life Insurance,,,
AEHL,18.239999771118164,8.170000076293945,-0.5520833235299376,-0.5700576126222758,63.69115000247955,-0.8717247203736174,-0.4155912960682362,270901.49960517883,Antelope Enterprise Holdings Ltd,0001470683,4899,"Communications Services, NEC",24872369.423696995,4580547.0,37423069.339468
