ticker,p0,p1,ret,rel_spy,ma200,px_vs_ma200,ma200_slope_40d,med_dollar_vol_60d,name,entity_id,sic,sic_description,approx_mcap_usd,shares_outstanding,mcap_now_usd,G1_transparent,note,name_sec,cik,asof,rev_ttm,ebit_ttm,op_margin,rev_growth_yoy,cash,investments,debt,lease_debt,short_debt,net_debt,ocf_ttm,capex_ttm,fcf_ttm,sbc_ttm,diluted_shares,notes,G3_has_cashflow,G4_no_refi_need,net_debt_to_ocf,G2_liquidity,pass_v1_screen
ENPH,63.7400016784668,36.369998931884766,-0.4294007220873419,-0.4473750111796801,40.74095000267029,-0.1072864297592235,0.0211621899299221,167921313.74893188,"Enphase Energy, Inc.",1463101,3674,Semiconductors & Related Devices,4693777957.451019,132144648.0,4806100706.614288,True,,"Enphase Energy, Inc.",0001463101,2026-03-31,1399801000.0,95961000.0,0.06855331579274483,-0.016391357629109926,497546000.0,433095000.0,572510000.0,39617000.0,0.0,-318514000.0,190997000.0,45929000.0,145068000.0,207448000.0,131337000.0,,True,True,-1.667638758723959,True,True
AAON,138.3857879638672,79.4000015258789,-0.4262416488417841,-0.4442159379341224,98.33342136383057,-0.1925430802198837,-0.0184458097959795,98316216.42532349,"AAON, INC.",824142,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,6152690768.645683,82453639.0,6546819062.4142685,True,,"AAON, INC.",0000824142,2026-06-30,1932367000.0,213498000.0,0.11048522356260483,0.5353415049050883,13000.0,0.0,0.0,17084000.0,0.0,17071000.0,86542000.0,95338000.0,-8796000.0,19901000.0,83721199.0,,True,True,0.19725682327655936,True,True
STRL,845.3900146484375,486.489990234375,-0.4245378088163415,-0.4425120979086797,522.6645501708985,-0.0692118107583444,0.0748143617477039,374157571.3928223,"STERLING INFRASTRUCTURE, INC.",874238,1600,Heavy Construction Other Than Bldg Const - Contractors,13951423246.497498,30588518.0,14881007823.104004,True,,"STERLING INFRASTRUCTURE, INC.",0000874238,2026-06-30,3438486000.0,602351000.0,0.17517913407237953,0.6082789871426026,464451000.0,0.0,283875000.0,52940000.0,15141000.0,-94402000.0,597698000.0,115696000.0,482002000.0,27542000.0,31143000.0,,True,True,-0.15794263992852578,True,True
RMBS,147.47999572753906,85.45999908447266,-0.4205315869254894,-0.4385058760178276,107.9716499710083,-0.2084959421531512,-0.0137876170805856,258430197.1046448,RAMBUS INC,917273,3674,Semiconductors & Related Devices,9154159458.699272,108461603.0,9269128493.080437,True,,RAMBUS INC,0000917273,2026-03-31,721155000.0,258832000.0,0.3589131324056548,0.1911707137394556,134324000.0,651815000.0,0.0,23404000.0,0.0,-762735000.0,365814000.0,30605000.0,335209000.0,54337000.0,109716000.0,,True,True,-2.085035017795929,True,True
AIP,36.0099983215332,21.3700008392334,-0.4065536841068221,-0.4245279731991603,23.88470000267029,-0.1052849381887044,0.1223007313071504,19558257.01675415,"Arteris, Inc.",1667011,3674,Semiconductors & Related Devices,1024329813.1800156,49152102.0,1050380460.9900856,True,,"Arteris, Inc.",0001667011,2026-06-30,84615000.0,-40389000.0,-0.4773267151214324,0.3380827376810678,93270000.0,0.0,0.0,5191000.0,0.0,-88079000.0,8506000.0,1740000.0,6766000.0,21425000.0,47276533.0,,True,True,-10.354925934634375,True,True
CLFD,48.2400016784668,28.649999618530277,-0.4060945559353295,-0.4240688450276677,32.23580002784729,-0.1112365880858976,-0.0274657727282741,6041799.854755402,"Clearfield, Inc.",796505,3661,Telephone & Telegraph Apparatus,383746728.75,13583955.0,389180305.5681324,True,,"CLEARFIELD, INC.",0000796505,2026-06-30,153656000.0,-368000.0,-0.002394960170771073,0.3395287205014428,20449000.0,134670000.0,0.0,10276000.0,0.0,-144843000.0,31208000.0,8829000.0,22379000.0,4796000.0,13592072.0,,True,True,-4.641213791335555,True,True
CEVA,44.709999084472656,26.950000762939453,-0.3972265418296793,-0.4152008309220175,28.67934998512268,-0.0602994566850476,0.0391709304094107,28326658.51650238,CEVA INC,1173489,7370,"Services-Computer Programming, Data Processing, Etc.",739044390.0,28154072.0,758752261.8798523,True,,"Ceva, Inc.",0001173489,2026-06-30,105980000.0,-9643000.0,-0.09098886582374033,,44301000.0,171271000.0,0.0,17424000.0,0.0,-198148000.0,3805000.0,4868000.0,-1063000.0,21114000.0,23476000.0,,True,True,-52.07568988173456,True,True
TROX,7.978249073028564,4.809999942779541,-0.3971108323704349,-0.4150851214627731,6.653227788209915,-0.2770426481860023,0.0614608771896361,15835648.470830915,Tronox Holdings plc,1530804,2810,Industrial Inorganic Chemicals,804888140.0679274,159700029.0,768157130.351891,True,,TRONOX HOLDINGS PLC,0001530804,2026-06-30,3057000000.0,-219000000.0,-0.07163886162904809,0.03662258392675488,194000000.0,0.0,39000000.0,180000000.0,39000000.0,55000000.0,101000000.0,260000000.0,-159000000.0,1000000.0,159841000.0,,True,True,0.5445544554455446,True,True
LMB,81.88999938964844,49.86000061035156,-0.3911344366592549,-0.4091087257515932,76.75125007629394,-0.3503688791936464,-0.0751063589499391,15693127.23827362,"Limbach Holdings, Inc.",1606163,1700,Construction - Special Trade Contractors,534120447.3876572,11924993.0,594580158.2584381,True,,"LIMBACH HOLDINGS, INC.",0001606163,2026-06-30,683771000.0,39286000.0,0.0574549081490733,0.23665672548782002,17529000.0,0.0,4862000.0,18882000.0,4862000.0,6215000.0,52386000.0,1778000.0,50608000.0,7654000.0,12040218.0,,True,True,0.11863856755621731,True,True
ON,120.91999816894533,74.37999725341797,-0.3848825803859443,-0.4028568694782826,78.34924997329712,-0.0506610174472882,0.0758991510252711,827194231.5376282,ON SEMICONDUCTOR CORP,1097864,3674,Semiconductors & Related Devices,28283497124.692543,389311721.0,28957004738.703423,True,,ON SEMICONDUCTOR CORPORATION,0001097864,2026-07-03,6197800000.0,669700000.0,0.10805447094130176,-0.03141213977620805,3514500000.0,350000000.0,4459400000.0,226300000.0,802100000.0,841000000.0,1672000000.0,171600000.0,1500400000.0,150700000.0,404400000.0,,True,True,0.5029904306220095,True,True
ARM,408.8500061035156,252.08999633789065,-0.3834169192257156,-0.4013912083180538,201.77247493743897,0.2493775298937726,0.1051164508990702,1467058563.8275146,ARM HOLDINGS PLC /UK,1973239,3674,Semiconductors & Related Devices,249904017134.16785,1064055252.0,268237684579.9933,True,,ARM HOLDINGS PLC /UK,0001973239,2026-06-30,5156000000.0,877000000.0,0.17009309542280837,0.2511526328561029,3058000000.0,847800000.0,0.0,464000000.0,0.0,-3441800000.0,2094000000.0,588000000.0,1506000000.0,1154000000.0,1078000000.0,,True,True,-1.6436485195797517,True,True
POWL,287.9926147460937,181.1699981689453,-0.370921374741945,-0.3888956638342832,200.2654045104981,-0.0953504994446095,0.0902021005917439,142174854.43954468,POWELL INDUSTRIES INC,80420,3613,Switchgear & Switchboard Apparatus,6271501544.723328,36432564.0,6600487553.169983,True,,"Powell Industries, Inc.",0000080420,2026-06-30,1157522000.0,227673000.0,0.19668999811666646,0.07039406398014414,633561000.0,0.0,0.0,2524000.0,0.0,-631037000.0,256113000.0,12155000.0,243958000.0,5240000.0,36604000.0,,True,True,-2.4639007000816044,True,True
MEC,30.8799991607666,19.65999984741211,-0.3633419565506216,-0.3813162456429598,23.001100029945373,-0.1452582780033759,0.0853692313784169,14750630.834388733,"Mayville Engineering Company, Inc.",1766368,3460,Metal Forgings & Stampings,489606374.6552086,25500331.0,501336503.5689583,True,,"Mayville Engineering Company, Inc.",0001766368,2026-06-30,586341000.0,-12798000.0,-0.02182688913106878,0.11768092183642942,2203000.0,0.0,0.0,29028000.0,0.0,26825000.0,13930000.0,18503000.0,-4573000.0,3472000.0,22767889.0,,True,True,1.925699928212491,True,True
MYRG,449.8500061035156,286.5899963378906,-0.3629209904424387,-0.380895279534777,322.9117505645752,-0.1124819835858559,0.0750873841226025,99686529.9911499,MYR GROUP INC.,700923,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction",4459967221.961975,15569250.0,4461991300.483704,True,,MYR GROUP INC.,0000700923,2026-06-30,4006051000.0,225462000.0,0.056280361882562156,0.16057440459032324,137872000.0,0.0,9372000.0,56165000.0,4650000.0,-72335000.0,298494000.0,105131000.0,193363000.0,17961000.0,15731000.0,,True,True,-0.24233317922638312,True,True
LUMN,10.600000381469728,6.769999980926514,-0.3613207795009692,-0.3792950685933074,7.7432499957084655,-0.125690119177523,-0.0484575813314092,82532958.979249,"Lumen Technologies, Inc.",18926,4813,Telephone Communications (No Radiotelephone),6580621795.559559,1031445404.0,6982885365.40674,True,,"LUMEN TECHNOLOGIES, INC.",0000018926,2026-06-30,10656000000.0,198000000.0,0.018581081081081082,-0.09923922231614535,1876000000.0,0.0,0.0,1402000000.0,0.0,-474000000.0,5367000000.0,3055000000.0,2312000000.0,57000000.0,1004104000.0,,True,True,-0.08831749580771381,True,True
ORCL,247.2896881103516,158.77999877929688,-0.3579190463112144,-0.3758933354035526,167.91714565277098,-0.0544146152434513,-0.1224025646965051,4196866469.760895,ORACLE CORP,1341439,7372,Services-Prepackaged Software,407068182817.1997,2880471000.0,457361181863.8001,True,,Oracle Corporation,0001341439,2026-05-31,67358000000.0,20605000000.0,0.3059027880875323,0.17350476489137434,31289000000.0,605000000.0,7199000000.0,30190000000.0,7199000000.0,6043000000.0,31977000000.0,55663000000.0,-23686000000.0,4811000000.0,0.0,,True,True,0.18897957907245833,True,True
AGX,646.360107421875,417.989990234375,-0.3533171595295319,-0.3712914486218701,512.3882009887695,-0.1842318198823308,0.0909228772714185,183914749.1394043,ARGAN INC,100591,1700,Construction - Special Trade Contractors,5757847071.16864,14029842.0,5864333520.569824,True,,ARGAN INC,0000100591,2026-07-31,1188133000.0,182504000.0,0.1536056990252775,0.29020778924621426,364481000.0,183408000.0,0.0,6387000.0,0.0,-541502000.0,555177000.0,9476000.0,545701000.0,8890000.0,14164000.0,,True,True,-0.9753682159023158,True,True
DOCN,173.4499969482422,112.47000122070312,-0.3515710394952362,-0.3695453285875745,97.10609972000124,0.1582176767989103,0.1771179182877718,340446594.5831299,"DigitalOcean Holdings, Inc.",1582961,7370,"Services-Computer Programming, Data Processing, Etc.",12806764370.705416,117579550.0,13224172132.029724,True,,"DigitalOcean Holdings, Inc.",0001582961,2026-06-30,1011113000.0,149670000.0,0.14802499819505832,0.2140951379182816,767026000.0,0.0,921053000.0,479087000.0,311654000.0,633114000.0,309956000.0,115502000.0,194454000.0,95033000.0,126548000.0,,True,True,2.0425931422524486,True,True
FN,622.3599853515625,407.3999938964844,-0.3453949426611196,-0.3633692317534578,536.1079508972168,-0.2400784334299277,0.0171759827949549,397423330.2001953,Fabrinet,1408710,3661,Telephone & Telegraph Apparatus,14167313701.118652,35834864.0,14599123374.881348,True,,FABRINET,0001408710,2026-06-26,4641097000.0,462887000.0,0.09973654935460302,0.3573130034068108,346711000.0,528344000.0,0.0,4013000.0,0.0,-871042000.0,256725000.0,252503000.0,4222000.0,34630000.0,35000.0,,True,True,-3.3928990164572985,True,True
MTZ,362.0899963378906,237.19000244140625,-0.3449418519144388,-0.362916141006777,304.4516490936279,-0.2209271877897981,0.0492448706257695,380248164.1998291,MASTEC INC,15615,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction",19091698778.64826,80304948.0,19047530812.177,True,,MASTEC INC,0000015615,2026-06-30,16109103000.0,562295000.0,0.034905419625164726,0.23460777599427107,315641000.0,0.0,0.0,495216000.0,0.0,302590000.0,582025000.0,65045000.0,516980000.0,37438000.0,78870000.0,,True,True,0.5198917572269233,True,True
AMKR,72.53475189208984,47.77000045776367,-0.341419123776266,-0.3593934128686042,55.92810244560242,-0.1458676699388039,0.0770407864911355,283362126.4038086,"AMKOR TECHNOLOGY, INC.",1047127,3674,Semiconductors & Related Devices,11719502649.309937,248452472.0,11868574701.172516,True,,"AMKOR TECHNOLOGY, INC.",0001047127,2026-03-31,7071107000.0,536149000.0,0.07582249851402334,0.12709308427041144,1121183000.0,727317000.0,1257156000.0,67764000.0,0.0,-487949000.0,1216544000.0,1049322000.0,167222000.0,0.0,249570000.0,"companyfacts 沒有可用的股權薪酬季度標籤,SBC 當 0 處理 —— 這會高估自由現金流。",True,True,-0.40109441171055055,True,True
CRNC,12.739999771118164,8.529999732971191,-0.330455267957785,-0.3484295570501232,9.549825012683868,-0.1067899441464286,-0.0423395047267074,6245009.881305695,Cerence Inc.,1768267,7372,Services-Prepackaged Software,380838767.3907948,45230257.0,385814080.1322184,True,,CERENCE INC.,0001768267,2026-06-30,309494000.0,26980000.0,0.08717454942583701,0.2583768047587489,0.0,0.0,173458000.0,13594000.0,0.0,187052000.0,84713000.0,6074000.0,78639000.0,26920000.0,47744000.0,缺折舊攤銷標籤。,True,True,2.208067238794518,True,True
MOD,288.5199890136719,194.66000366210935,-0.3253153643615133,-0.3432896534538515,210.4566501235962,-0.0750589085790819,0.04624522861739,291238994.46258545,MODINE MANUFACTURING CO,67347,3714,Motor Vehicle Parts & Accessories,9608620198.784542,53112708.0,10338919933.784546,True,,MODINE MANUFACTURING CO,0000067347,2026-06-30,3372400000.0,341500000.0,0.10126319535049223,0.29468673218673214,95300000.0,0.0,0.0,143200000.0,0.0,56200000.0,262400000.0,162200000.0,100200000.0,24800000.0,54000000.0,,True,True,0.21417682926829268,True,True
FSLR,303.0,204.4499969482422,-0.3252475348242832,-0.3432218239166215,230.59720108032224,-0.1133890784865702,-0.0224961052002327,416426753.58047485,"FIRST SOLAR, INC.",1274494,3674,Semiconductors & Related Devices,21456342518.256477,107469788.0,21972197828.628235,True,,"First Solar, Inc.",0001274494,2026-06-30,5378071000.0,1809702000.0,0.3364964873092973,0.23820628686452694,1688279000.0,38685000.0,0.0,119509000.0,0.0,-1607455000.0,2155743000.0,655624000.0,1500119000.0,23655000.0,107732000.0,,True,True,-0.745661704572391,True,True
CRUS,167.72999572753906,113.20999908447266,-0.3250461934765013,-0.3430204825688395,140.0026998901367,-0.1913727437162918,-0.0039907894757882,92034623.12164308,"CIRRUS LOGIC, INC.",772406,3674,Semiconductors & Related Devices,5666291324.302674,50117561.0,5673809034.9260025,True,,"CIRRUS LOGIC, INC.",0000772406,2026-06-27,2049830000.0,472422000.0,0.23046886815004172,0.06246076991773797,810666000.0,0.0,0.0,130464000.0,0.0,-680202000.0,598595000.0,26493000.0,572102000.0,81591000.0,52353000.0,,True,True,-1.1363309082100586,True,True
IPGP,115.16000366210938,78.0,-0.3226815081661549,-0.3406557972584931,101.37759994506835,-0.2305992641149085,-0.0020750609356764,36372282.89794922,IPG PHOTONICS CORP,1111928,3674,Semiconductors & Related Devices,3198597202.9948883,42534539.0,3317694042.0,True,,IPG PHOTONICS CORP,0001111928,2026-06-30,1069340000.0,7968000.0,0.007451325116426955,0.13038771916100944,399225000.0,504787000.0,0.0,16254000.0,0.0,-887758000.0,96444000.0,75646000.0,20798000.0,41431000.0,42912927.0,,True,True,-9.204906474223383,True,True
IREN,65.33000183105469,44.68000030517578,-0.3160875699847739,-0.3340618590771121,45.6600750541687,-0.0214645890929923,-0.0744858223179282,1736923631.8925858,IREN Ltd,1878848,6199,Finance Services,13158682667.616684,357378674.0,15967679263.383316,True,,IREN Limited,0001878848,2026-06-30,707007000.0,-1046714000.0,-1.4804860489358662,0.4111268344966199,5895591000.0,0.0,7592944000.0,2786000.0,169370000.0,1700139000.0,2100418000.0,2998006000.0,-897588000.0,205023000.0,15756218.0,,True,True,0.809428885107631,True,True
GNRC,269.260009765625,187.3500061035156,-0.3042041175494542,-0.3221784066417924,208.5038503265381,-0.1014554128851501,0.029462586879805,205079919.0185547,GENERAC HOLDINGS INC.,1474735,3621,Motors & Generators,10665989490.228382,59006361.0,11054842093.496246,True,,GENERAC HOLDINGS INC.,0001474735,2026-06-30,4438732000.0,421488000.0,0.09495684803678167,0.006137834018715038,264921000.0,0.0,1212527000.0,51881000.0,21277000.0,999492000.0,548133000.0,168884000.0,379249000.0,51034000.0,59635447.0,,True,True,1.8234479587983208,True,True
CDNS,414.1600036621094,292.70001220703125,-0.2932682788803786,-0.3112425679727169,327.1298002624512,-0.1052480942665493,0.0002030119881815,708320242.6452637,CADENCE DESIGN SYSTEMS INC,813672,7372,Services-Prepackaged Software,86209027073.21167,275393000.0,80607534461.73096,True,,"CADENCE DESIGN SYSTEMS, INC.",0000813672,2026-03-31,5528613000.0,1561851000.0,0.2825032245881562,0.13418450651724778,1406668000.0,221730000.0,0.0,227073000.0,0.0,-1401325000.0,1597542000.0,167630000.0,1429912000.0,485745000.0,273725000.0,,True,True,-0.8771756861478446,True,True
TTMI,172.44000244140625,125.5999984741211,-0.2716307312927638,-0.289605020385102,120.15420013427736,0.0453234121966426,0.107180016264289,341887614.3123627,TTM TECHNOLOGIES INC,1116942,3672,Printed Circuit Boards,12149884678.01953,105348864.0,13231817157.65039,True,,"TTM TECHNOLOGIES, INC.",0001116942,2026-06-29,3377086000.0,334159000.0,0.09894891631424252,0.27591665684345434,507905000.0,0.0,973456000.0,114528000.0,4000000.0,580079000.0,322905000.0,338044000.0,-15139000.0,61341000.0,107583000.0,,True,True,1.7964385810067978,True,True
CENX,63.90999984741211,46.77999877929688,-0.2680331890003732,-0.2860074780927114,49.50709987640381,-0.0550850505061947,0.0553031625700637,84382052.2972107,CENTURY ALUMINUM CO,949157,3334,Primary Production of  Aluminum,4630906219.258576,98993295.0,4630906219.258575,True,,Century Aluminum Company,0000949157,2026-06-30,2667200000.0,674500000.0,0.2528869226154769,0.09671052631578947,343400000.0,0.0,0.0,24600000.0,0.0,-187400000.0,340800000.0,189600000.0,151200000.0,54200000.0,104800000.0,,True,True,-0.5498826291079812,True,True
CLS,426.5499877929688,312.3500061035156,-0.2677294220082863,-0.2857037111006245,328.0592491912841,-0.0478853838948122,0.0146981962093617,670644447.9919434,CELESTICA INC,1030894,3672,Printed Circuit Boards,33642608121.663025,114982086.0,35914655263.89496,True,,CELESTICA INC,0001030894,2026-06-30,15594500000.0,1369800000.0,0.08783866106640162,0.4729579114402298,535700000.0,0.0,0.0,170800000.0,0.0,-364900000.0,1144000000.0,625300000.0,518700000.0,78400000.0,116200000.0,,True,True,-0.3189685314685315,True,True
VIAV,47.4900016784668,34.86000061035156,-0.2659507395604495,-0.2839250286527878,34.81340000629425,0.0013385823863478,0.1419614125189601,194443925.33721924,VIAVI SOLUTIONS INC.,912093,3674,Semiconductors & Related Devices,8589361851.539322,246749828.0,8601699154.684143,True,,Viavi Solutions Inc.,0000912093,2026-06-27,1518300000.0,105100000.0,0.06922215635908582,0.40025823111684966,647800000.0,2000000.0,397100000.0,43000000.0,0.0,-209700000.0,113900000.0,31100000.0,82800000.0,55400000.0,3300000.0,,True,True,-1.8410886742756805,True,True
ALB,170.69427490234375,126.27999877929688,-0.2601978077381729,-0.2781720968305111,156.0947352981567,-0.1910041133796773,0.0296868259309146,279877905.0312042,ALBEMARLE CORP,915913,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",16255196601.75,118005057.0,14901678453.910858,True,,ALBEMARLE CORPORATION,0000915913,2026-06-30,5907904000.0,252078000.0,0.04266792419104982,0.1831714557050499,1631688000.0,0.0,1876784000.0,122154000.0,74677000.0,625935000.0,1800328000.0,457956000.0,1342372000.0,37864000.0,136212000.0,,True,True,0.3476783119520443,True,True
FLEX,148.00999450683594,109.51000213623048,-0.2601175177317321,-0.2780918068240703,94.8387000656128,0.1546974184638501,0.1257390660669919,497137913.3743286,FLEX LTD.,866374,3672,Printed Circuit Boards,39474402454.545685,369402978.0,40453320909.9099,True,,FLEX LTD.,0000866374,2026-06-26,29267000000.0,1449000000.0,0.04950968667782827,0.12245915471350766,2840000000.0,0.0,5219000000.0,860000000.0,0.0,3239000000.0,1562000000.0,736000000.0,826000000.0,55237000.0,374000000.0,,True,True,2.0736235595390524,True,True
COLL,31.780000686645508,23.530000686645508,-0.2595972253539563,-0.2775715144462946,38.05554996490479,-0.3816933217797373,-0.0327241146122756,16331944.5022583,"COLLEGIUM PHARMACEUTICAL, INC",1267565,2834,Pharmaceutical Preparations,781334712.0,32555613.0,766033596.2441654,True,,"Collegium Pharmaceutical, Inc.",0001267565,2026-06-30,808208000.0,157438000.0,0.1947988636588601,0.1431400254877251,129467000.0,157341000.0,0.0,4968000.0,0.0,-281840000.0,329922000.0,1643000.0,328279000.0,44928000.0,32460783.0,,True,True,-0.8542625226568704,True,True
MRCY,111.27999877929688,82.41999816894531,-0.2593458027222842,-0.2773200918146224,90.61075042724607,-0.0903949279713488,0.0462194773828785,62170969.689941406,MERCURY SYSTEMS INC,1049521,3670,Electronic Components & Accessories,4979271995.920914,60136133.0,4956419971.747452,True,,"MERCURY SYSTEMS, INC",0001049521,2026-07-03,983622000.0,280000.0,0.0002846621974701664,0.07850924321835051,214306000.0,0.0,0.0,59415000.0,0.0,-154891000.0,102388000.0,34301000.0,68087000.0,41132000.0,74000.0,,True,True,-1.5127847013321873,True,True
SAIA,482.2200012207031,357.94000244140625,-0.2577246867916958,-0.275698975884034,384.9972501373291,-0.0702790674122256,0.040881132041352,151976565.77301025,SAIA INC,1177702,4213,Trucking (No Local),8845847302.752686,26674650.0,9547924286.123655,True,,"Saia, Inc.",0001177702,2026-06-30,3392316000.0,374651000.0,0.11044106740056056,0.04838792920950197,84014000.0,0.0,0.0,169067000.0,0.0,85053000.0,606389000.0,351162000.0,255227000.0,0.0,26833000.0,"companyfacts 沒有可用的股權薪酬季度標籤,SBC 當 0 處理 —— 這會高估自由現金流。",True,True,0.14026144933367854,True,True
