選取,video_id,title,duration_sec,upload_date,channel,url,query
,gx37HEYN2is,你越勤力一生越窮！3個原因！【施傅教學】#巴菲特叫你懶 #不賣時間 #思維時代,1112.0,NA,我要做富翁,https://www.youtube.com/watch?v=gx37HEYN2is,ytsearch20:施傅 投資 心法
,430DZxwcLX4,投資二十年：悔恨七件太遲知的事 (字幕)【施傅教學 , By 施傅】,1170.0,NA|我要做富翁,https://www.youtube.com/watch?v=430DZxwcLX4,ytsearch20:施傅 投資 心法
,Z__rsvpi1dI,四個練習，鍛鍊你的投資肌肉！【施傅教學 , By 施傅】,551.0,NA|我要做富翁,https://www.youtube.com/watch?v=Z__rsvpi1dI,ytsearch20:施傅 投資 心法
,rLIr-LXPFPY,與Son對話 , 我要做富翁, gregory_sy , 施傅教學 | 輸得起，先會贏｜財務自由之路全公開  |  張慧敏 | 職場慧眼 | 中文字幕 (AI自動)|5935.0|NA|張慧敏Son姐話,https://www.youtube.com/watch?v=rLIr-LXPFPY,ytsearch20:施傅 投資 心法
,IKPjKCx2vsg,技術分析如何由旁門左道變「投資勝利術」？100％人無法避免 1個致命缺點【施傅教學】#TA #投資 #股市 #投資101,808.0,NA,我要做富翁,https://www.youtube.com/watch?v=IKPjKCx2vsg,ytsearch20:施傅 投資 心法
,mYgCld_f1sg,銀行儲蓄都錯⁉️學校從來不教，但極重要的理財4件事！學不會，窮一生【施傅教學】  #理財 #複利 #儲蓄,774.0,NA,我要做富翁,https://www.youtube.com/watch?v=mYgCld_f1sg,ytsearch20:施傅 投資 心法
,OHm2eUQE7fI,為什麼投資總是「高買低賣」：四招自救兼反客為主 (字幕)【施傅教學 , By 施傅】,392.0,NA|我要做富翁,https://www.youtube.com/watch?v=OHm2eUQE7fI,ytsearch20:施傅 投資 心法
,kclNHXYaeBQ,只有10％的書值得看⚠️推薦3本投資書，向成功者學習！有閱讀順序避免無效努力【施傅教學】  #投資 #書 #學習,787.0,NA,我要做富翁,https://www.youtube.com/watch?v=kclNHXYaeBQ,ytsearch20:施傅 投資 心法
,d7J3PRswBW0,輝達財報公布前大漲.台股彈真彈假?蘋果陰招.記憶體休息好買點?光通訊放量還能追?央行年會後台股這樣走║陳昆仁、鐘崑禎、江國中║2026.08.26,3160.0,NA,瘋狂股市福利社Free Free Free!,https://www.youtube.com/watch?v=d7J3PRswBW0,ytsearch20:施傅 投資 心法
,YG258iaFdo4,行為經濟學｜世人必犯，5個不理性傻瓜行為！輸錢有因 【施傅教學】#輸錢 #心理 #購物 #投資,1068.0,NA,我要做富翁,https://www.youtube.com/watch?v=YG258iaFdo4,ytsearch20:施傅 投資 心法
,IBdxWT6j1OA,月供VS一炮過？三種市況操作例子，不再月供愈燶！ 【施傅教學】#月供 #盈富基金,1022.0,NA,我要做富翁,https://www.youtube.com/watch?v=IBdxWT6j1OA,ytsearch20:施傅 投資 心法
,Db_MrjkPuvg,三個投資心理陷阱，知識多高都輸一世！【施傅教學】#市場心理 #陷阱 #理論 #學投資 #教學,854.0,NA,我要做富翁,https://www.youtube.com/watch?v=Db_MrjkPuvg,ytsearch20:施傅 投資 心法
,_bhF62xQvi0,25歲儲100萬不切實際？第一桶金秘方，成為有錢人的第一步【施傅教學】#賺錢 #生意 #投資 #理財,916.0,NA,我要做富翁,https://www.youtube.com/watch?v=_bhF62xQvi0,ytsearch20:施傅 投資 心法
,jfNyQnBsRNw,期指結算日股市必跌？你必須知的三個啟示【街頭智慧 , By 施傅】,317.0,NA|我要做富翁,https://www.youtube.com/watch?v=jfNyQnBsRNw,ytsearch20:施傅 投資 心法
